,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
78,30.94019299,6.27648605802687,-2.3399299752762155,11.114149828925393,3.747725189329288,26.71944529682461,255.0,255.0,255.0
79,6.978990899999999,2.9809272376605978,-33.89948010762428,4.043931302069959,2.640759354171444,11.656467178094765,255.0,255.0,255.0
80,25.2573004,5.670854755901904,-13.093285690231125,10.193811754385766,3.82049164418339,26.06039001829261,255.0,255.0,255.0
81,0.26586632,0.5818174217374494,-10.900708640877319,0.9073034483934193,0.3276165022299852,1.5339111324206154,255.0,255.0,255.0
82,0.36556619,0.6822414010642919,90.00003218077504,0.8226485475142302,0.5385498913327765,1.7604445296824607,255.0,255.0,255.0
83,2.72512978,1.862724617443876,-37.10047044726768,4.922028991258129,0.9635167336975189,9.235855949781381,255.0,255.0,255.0
84,7.9759896,3.186745262350976,42.02479574814592,4.957815566050067,2.8115398792908426,14.31545604567415,255.0,255.0,255.0
85,1.42903147,1.3488882008065088,-28.963384089435188,1.6458211769830642,1.1027891790436257,4.099066794523691,255.0,255.0,255.0
86,2.9577628099999997,1.940603146869291,-54.673246847108025,2.9213087993821096,1.3328565382611013,7.041778118729843,255.0,255.0,255.0
87,2.12693056,1.6456281772920953,-35.34836666920123,2.904853676946561,1.1090474909622807,6.733255757995844,255.0,255.0,255.0
88,1.49549805,1.3799011762928255,-25.91587189087048,1.6537644280577362,1.165428211603777,4.356877926944307,255.0,255.0,255.0
89,12.72835007,4.025697287223243,-20.540713685855277,8.70367522111022,2.0811786266460204,19.256989538828766,255.0,255.0,255.0
90,0.39879948,0.7125779033592183,90.00003218077504,0.8152703845964233,0.5953893068124978,1.823,255.0,255.0,255.0
91,0.03323329,0.20570352216151191,45.00001609038752,0.0,0.0,0.0,255.0,255.0,255.0
92,0.06646658,0.2909087108687247,0.0,0.3646,0.0,0.0,255.0,255.0,255.0
93,2499.74160722,56.41604262913464,-89.88812547992704,209.6565121511801,17.590372217466296,884.181167448054,255.0,255.0,255.0
94,2.3263303,1.7210391430980336,-38.806940320159214,2.6702994897429764,1.1179553100231734,6.010533589047381,255.0,255.0,255.0
95,0.26586632,0.5818174217374494,-54.64504264869654,0.8217890604772744,0.38364914646051096,1.5026333972618453,255.0,255.0,255.0
96,0.29909960999999996,0.6171105664845358,-69.69937759948874,0.7083728402729653,0.5096092389739049,1.5026333972618453,255.0,255.0,255.0
97,1.59519792,1.4251558067184367,-35.43898827505966,2.577763955634225,0.7872978269616572,5.2813335890473825,255.0,255.0,255.0
98,0.76436567,0.9865194360386355,-37.89208681201085,1.0717469385229068,0.9151862465181205,2.810011132420615,255.0,255.0,255.0
99,0.8308322499999999,1.0285176108075595,-8.137691429252731,1.4614070467828413,0.7704328252388093,3.4389000958927687,255.0,255.0,255.0
100,0.03323329,0.20570352216151191,45.00001609038752,0.0,0.0,0.0,255.0,255.0,255.0
101,0.03323329,0.20570352216151191,45.00001609038752,0.0,0.0,0.0,255.0,255.0,255.0
102,0.09969987,0.35628895167960917,90.00003218077504,0.5953893068124978,0.0,0.1823,255.0,255.0,255.0
103,1.69489779,1.4690169810156153,-22.86739461792202,2.2996373443115212,1.0355796637426544,5.645933589047382,255.0,255.0,255.0
104,1.7281310799999998,1.4833491933937486,0.0,2.0748468036126275,1.1426871827552523,5.192866794523691,255.0,255.0,255.0
105,1.16316515,1.2169584487721046,1.0589351177873563,2.144327021712553,0.777556566553267,4.614689059364921,255.0,255.0,255.0
106,1.76136437,1.4975442459478572,26.961266034296578,2.3959674641122195,1.0761252800402887,5.935022456626767,255.0,255.0,255.0
107,1.6616644999999999,1.4545435543436236,29.84549054182729,2.347254057606661,1.0200459507419573,5.601700191785537,255.0,255.0,255.0
